"CITY","SEX","IDADE","CANAL_VENDA","CATEGORIA","PRODUTO","PRECO","QUANTIDADE","DESCONTO_APLICADO","RENDA_ESTIMADA","ESCOLARIDADE_SCORE","ESCOLARIDADE_ROTULADA","SEASONAL_EFFECT","DATA_VENDA","ANOS","MESES","DIA_SEMANA","VALOR_TOTAL"
"BELÉM","MASCULINO",54,"REVENDEDOR","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",259.38,1,0.074946118015796,3.17,0.62,"ENS MÉDIO COMP",1.4,2019-01-10,2019,1,5,335.92
"BELÉM","FEMININO",43,"LOJA FÍSICA","ROUPAS","VESTIDO FLORAL FEMININO",282.87,1,0.136709468052723,3.24,0.77,"ENS SUPER COMP",4.3125,2020-12-12,2020,12,7,1053.11
"SANTA BÁRBARA","MASCULINO",68,"LOJA FÍSICA","ALIMENTOS","CAFÉ GOURMET (250G)",44.66,2,0.0805350075708702,1.68,0.51,"ENS MÉDIO COMP",0.748,2015-11-01,2015,11,1,61.43
"BELÉM","FEMININO",70,"LOJA FÍSICA","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",298.53,2,0.0717826541187242,2.66,0.78,"ENS SUPER COMP",2.3625,2020-06-03,2020,6,4,1309.3
"BELÉM","FEMININO",43,"REVENDEDOR","ALIMENTOS","CAFÉ GOURMET (250G)",63.04,2,0.0981937858322635,3.05,0.71,"ENS SUPER INCOMP",0.585,2015-02-20,2015,2,6,66.51
"BELÉM","MASCULINO",50,"LOJA FÍSICA","LIVROS","BEST-SELLER DE FICÇÃO",63.31,1,0.149444962400012,2.86,0.67,"ENS MÉDIO COMP",4.55625,2023-05-24,2023,5,4,245.35
"BENEVIDES","MASCULINO",21,"LOJA FÍSICA","ROUPAS","VESTIDO FLORAL FEMININO",148.77,2,0.0772577796597034,1.61,0.41,"ENS MÉDIO INCOMP",1.725,2016-03-19,2016,3,7,473.6
"BELÉM","MASCULINO",27,"REVENDEDOR","BRINQUEDOS","BONECA COLECIONÁVEL",137.29,3,0.189585359958,3.08,0.63,"ENS MÉDIO COMP",2.12625,2019-05-15,2019,5,4,709.71
"BELÉM","FEMININO",43,"LOJA FÍSICA","LIVROS","BEST-SELLER DE FICÇÃO",56.24,1,0.0717391299223527,3.33,0.71,"ENS SUPER INCOMP",1.764,2019-10-24,2019,10,5,92.09
"ANANINDEUA","MASCULINO",30,"ONLINE","BRINQUEDOS","BONECA COLECIONÁVEL",140.38,3,0.114649907173589,2.44,0.54,"ENS MÉDIO COMP",5.625,2023-08-19,2023,8,7,2097.32
"BELÉM","MASCULINO",31,"LOJA FÍSICA","LIVROS","LIVRO TÉCNICO/ACADÊMICO",139.33,1,0.106893913992681,3.21,0.62,"ENS MÉDIO COMP",5.175,2023-03-06,2023,3,2,643.96
"ANANINDEUA","MASCULINO",44,"ONLINE","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",319.91,1,0.127445866167545,2.1,0.62,"ENS MÉDIO COMP",5.06,2024-12-15,2024,12,1,1412.44
"BELÉM","FEMININO",20,"ONLINE","BRINQUEDOS","BONECA COLECIONÁVEL",87.21,2,0.0838797809556127,2.81,0.7,"ENS SUPER INCOMP",6.6,2024-07-06,2024,7,7,1054.61
"BELÉM","FEMININO",38,"LOJA FÍSICA","ALIMENTOS","CESTA DE FRUTAS ORGÂNICAS",93.42,1,0.032413853215985,3.57,0.7,"ENS SUPER INCOMP",3.712,2024-09-05,2024,9,5,335.53
"BELÉM","FEMININO",35,"LOJA FÍSICA","LIVROS","BEST-SELLER DE FICÇÃO",110.24,2,0.0677518692798912,2.79,0.77,"ENS SUPER COMP",2.275,2019-08-09,2019,8,6,467.61
"BELÉM","MASCULINO",15,"ONLINE","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",353.5,1,0.138769103493541,3.6,0.59,"ENS MÉDIO COMP",7.56,2024-10-12,2024,10,7,2301.61
"BELÉM","MASCULINO",66,"REVENDEDOR","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",239.97,1,0.124241248276085,3.36,0.69,"ENS SUPER INCOMP",4.82625,2025-05-18,2025,5,1,1014.26
"BELÉM","FEMININO",32,"LOJA FÍSICA","LIVROS","BEST-SELLER DE FICÇÃO",60.28,1,0.108755874778144,3.11,0.74,"ENS SUPER INCOMP",2.205,2019-10-22,2019,10,3,118.46
"ANANINDEUA","FEMININO",38,"ONLINE","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",242.73,1,0.208490391168743,1.97,0.67,"ENS MÉDIO COMP",7.03125,2023-04-29,2023,4,7,1350.87
"BELÉM","FEMININO",33,"LOJA FÍSICA","ROUPAS","VESTIDO FLORAL FEMININO",153.51,1,0.0609751273598522,3.11,0.7,"ENS SUPER INCOMP",0.945,2015-10-24,2015,10,7,136.22
"BELÉM","MASCULINO",44,"ONLINE","ALIMENTOS","CESTA DE FRUTAS ORGÂNICAS",73.24,1,0.0579908960033208,3.43,0.7,"ENS SUPER INCOMP",5.2,2024-01-12,2024,1,6,358.76
"ANANINDEUA","FEMININO",57,"LOJA FÍSICA","ROUPAS","CALÇA JEANS MASCULINA",143.58,2,0.0641794531140476,2.3,0.76,"ENS SUPER COMP",0.9,2018-01-03,2018,1,4,241.86
"BELÉM","FEMININO",53,"ONLINE","ROUPAS","VESTIDO FLORAL FEMININO",202.95,1,0.0655981197953224,2.68,0.7,"ENS SUPER INCOMP",3.6855,2025-10-08,2025,10,4,698.91
"MARITUBA","FEMININO",48,"ONLINE","ALIMENTOS","CAFÉ GOURMET (250G)",60.31,2,0.132563195656985,1.68,0.64,"ENS MÉDIO COMP",1.98,2021-02-28,2021,2,1,207.17
"ANANINDEUA","FEMININO",36,"LOJA FÍSICA","ROUPAS","VESTIDO FLORAL FEMININO",299.86,1,0.0244680483825505,2.06,0.67,"ENS MÉDIO COMP",1.38,2018-03-12,2018,3,2,403.68
"BELÉM","FEMININO",34,"ONLINE","LIVROS","BEST-SELLER DE FICÇÃO",66.31,3,0.216108481772244,3.32,0.74,"ENS SUPER INCOMP",2.61,2022-09-21,2022,9,4,407
"MARITUBA","MASCULINO",22,"REVENDEDOR","ALIMENTOS","CAFÉ GOURMET (250G)",35.61,1,0.167992694564164,2.22,0.48,"ENS MÉDIO INCOMP",6.63,2025-11-01,2025,11,7,196.43
"MARITUBA","MASCULINO",45,"LOJA FÍSICA","ELETRÔNICOS","SMARTPHONE PREMIUM",5556.98,1,0.021474300106056,2.54,0.65,"ENS MÉDIO COMP",1.5,2017-04-13,2017,4,5,8156.47
"ANANINDEUA","MASCULINO",44,"ONLINE","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",374.15,1,0.244245267659426,2.37,0.58,"ENS MÉDIO COMP",2.8875,2020-06-28,2020,6,1,816.49
"ANANINDEUA","FEMININO",52,"ONLINE","ROUPAS","CALÇA JEANS MASCULINA",161.22,3,0.0665329680778086,2.49,0.77,"ENS SUPER COMP",6.525,2023-09-23,2023,9,7,2945.91
"BELÉM","MASCULINO",64,"ONLINE","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",330.1,1,0.119757770793512,2.53,0.63,"ENS MÉDIO COMP",0.88,2018-07-26,2018,7,5,255.7
"BELÉM","FEMININO",33,"LOJA FÍSICA","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",347.3,2,0.11591779969167,3.02,0.69,"ENS SUPER INCOMP",1.5,2018-04-23,2018,4,2,921.13
"BELÉM","FEMININO",47,"ONLINE","ELETRÔNICOS","SMARTPHONE PREMIUM",5628.44,1,0.19923237352632,3.42,0.64,"ENS MÉDIO COMP",2.448,2021-11-10,2021,11,4,11033.31
"BELÉM","MASCULINO",40,"REVENDEDOR","LIVROS","BEST-SELLER DE FICÇÃO",68.32,3,0.100546767688356,3.31,0.69,"ENS SUPER INCOMP",1.32,2017-07-13,2017,7,5,243.34
"BELÉM","MASCULINO",32,"ONLINE","ALIMENTOS","CAFÉ GOURMET (250G)",59.36,2,0.108796543441713,2.55,0.5,"ENS MÉDIO INCOMP",5.544,2024-10-06,2024,10,1,586.58
"BELÉM","MASCULINO",37,"ONLINE","BRINQUEDOS","BONECA COLECIONÁVEL",133.32,3,0.231686119036749,3.69,0.64,"ENS MÉDIO COMP",0.45,2015-01-21,2015,1,4,138.28
"SANTA BÁRBARA","FEMININO",54,"LOJA FÍSICA","ALIMENTOS","CAFÉ GOURMET (250G)",67.41,3,0.106176554593258,1.86,0.53,"ENS MÉDIO COMP",2.38,2019-11-26,2019,11,3,430.2
"BELÉM","FEMININO",30,"ONLINE","LIVROS","BEST-SELLER DE FICÇÃO",61.58,1,0.0860617702361196,3.03,0.72,"ENS SUPER INCOMP",4.11125,2025-03-09,2025,3,1,231.38
"BELÉM","FEMININO",66,"LOJA FÍSICA","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",226.85,1,0.0814404921233654,3.35,0.86,"ENS SUPER COMP",2.04,2018-11-17,2018,11,7,425.09
"ANANINDEUA","FEMININO",32,"REVENDEDOR","LIVROS","BEST-SELLER DE FICÇÃO",81.51,2,0.145512323891744,2.49,0.76,"ENS SUPER COMP",1.224,2016-11-02,2016,11,4,170.5
"ANANINDEUA","MASCULINO",20,"ONLINE","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",544.6,1,0.0733981090132147,2.42,0.56,"ENS MÉDIO COMP",0.754,2015-09-18,2015,9,6,380.49
"MARITUBA","MASCULINO",34,"REVENDEDOR","ROUPAS","CALÇA JEANS MASCULINA",186.25,2,0.0311925065983087,2.06,0.54,"ENS MÉDIO COMP",2.61,2020-09-09,2020,9,4,941.9
"BELÉM","FEMININO",50,"LOJA FÍSICA","ROUPAS","CALÇA JEANS MASCULINA",197,3,0.0758924812776968,3.03,0.77,"ENS SUPER COMP",3.4,2022-11-15,2022,11,3,1856.9
"BELÉM","FEMININO",31,"REVENDEDOR","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",472.01,1,0.0615093025285751,3.04,0.68,"ENS SUPER INCOMP",0.756,2015-10-05,2015,10,2,334.89
"MARITUBA","FEMININO",60,"LOJA FÍSICA","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",250.48,1,0.0884692221414298,1.88,0.6,"ENS MÉDIO COMP",1.035,2016-03-09,2016,3,4,236.31
"BELÉM","FEMININO",65,"REVENDEDOR","LIVROS","BEST-SELLER DE FICÇÃO",54.39,1,0.0916498235147447,2.91,0.76,"ENS SUPER COMP",3.48,2021-09-18,2021,9,7,171.93
"BELÉM","MASCULINO",34,"LOJA FÍSICA","ELETRÔNICOS","SMARTPHONE PREMIUM",4518.2,1,0.0317623155377805,3.51,0.54,"ENS MÉDIO COMP",2.7,2021-05-25,2021,5,3,11811.67
"BELÉM","FEMININO",34,"LOJA FÍSICA","ROUPAS","CALÇA JEANS MASCULINA",143.27,1,0.127646516058594,3.1,0.74,"ENS SUPER INCOMP",2.1175,2019-07-07,2019,7,1,264.65
"BELÉM","MASCULINO",43,"ONLINE","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",210.7,1,0.156404156656936,2.88,0.69,"ENS SUPER INCOMP",1.21,2016-07-31,2016,7,1,215.07
"ANANINDEUA","FEMININO",73,"ONLINE","ROUPAS","CALÇA JEANS MASCULINA",160.04,1,0.222972239088267,3.22,0.83,"ENS SUPER COMP",5.625,2023-08-26,2023,8,7,699.5
"BELÉM","MASCULINO",49,"REVENDEDOR","BRINQUEDOS","BONECA COLECIONÁVEL",86.84,1,0.159178310628049,3.04,0.68,"ENS SUPER INCOMP",2.835,2022-10-19,2022,10,4,207
"BELÉM","MASCULINO",32,"ONLINE","ALIMENTOS","CESTA DE FRUTAS ORGÂNICAS",78.91,1,0.193069484410808,3.16,0.57,"ENS MÉDIO COMP",0.44,2015-07-23,2015,7,5,28.02
"BELÉM","FEMININO",16,"REVENDEDOR","ROUPAS","VESTIDO FLORAL FEMININO",224.74,2,0.0977448189537972,3.48,0.64,"ENS MÉDIO COMP",1.725,2016-03-26,2016,3,7,699.57
"BELÉM","MASCULINO",73,"LOJA FÍSICA","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",616.79,1,0.0756274113757536,2.68,0.67,"ENS MÉDIO COMP",6.5,2024-04-26,2024,4,6,3705.93
"BELÉM","FEMININO",60,"REVENDEDOR","ALIMENTOS","CESTA DE FRUTAS ORGÂNICAS",82.99,2,0.15622770649381,3.59,0.71,"ENS SUPER INCOMP",1.38,2017-12-28,2017,12,5,193.27
"BELÉM","MASCULINO",15,"ONLINE","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",526.19,2,0.177186767570674,3.05,0.57,"ENS MÉDIO COMP",0.7875,2015-06-13,2015,6,7,681.91
"BELÉM","MASCULINO",39,"LOJA FÍSICA","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",269.83,1,0.0205673171021044,3.62,0.65,"ENS MÉDIO COMP",6.1425,2025-10-11,2025,10,7,1623.34
"ANANINDEUA","MASCULINO",48,"ONLINE","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",247.74,1,0.0666880422271788,2.15,0.6,"ENS MÉDIO COMP",3.3,2021-07-10,2021,7,7,763.02
"BELÉM","FEMININO",33,"REVENDEDOR","ALIMENTOS","CESTA DE FRUTAS ORGÂNICAS",54.33,3,0.0671774679468945,3.27,0.68,"ENS SUPER INCOMP",0.756,2015-10-26,2015,10,2,114.94
"ANANINDEUA","MASCULINO",27,"REVENDEDOR","ALIMENTOS","CAFÉ GOURMET (250G)",26.03,2,0.178367806388997,2.53,0.56,"ENS MÉDIO COMP",1.5,2017-01-31,2017,1,3,64.16
"MARITUBA","FEMININO",57,"LOJA FÍSICA","ROUPAS","CALÇA JEANS MASCULINA",415.94,1,0.0515656616445631,1.36,0.61,"ENS MÉDIO COMP",0.75,2015-08-08,2015,8,7,295.87
"BELÉM","MASCULINO",40,"LOJA FÍSICA","ALIMENTOS","CESTA DE FRUTAS ORGÂNICAS",80.11,1,0.0985861258255318,2.57,0.57,"ENS MÉDIO COMP",4.125,2023-01-08,2023,1,1,297.88
"BELÉM","MASCULINO",62,"ONLINE","BRINQUEDOS","BONECA COLECIONÁVEL",99.81,3,0.121175489248708,3.04,0.65,"ENS MÉDIO COMP",6.075,2023-05-08,2023,5,2,1598.61
"BELÉM","FEMININO",23,"REVENDEDOR","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",457.76,2,0.0833866214193404,2.72,0.77,"ENS SUPER COMP",3.75,2020-04-06,2020,4,2,3146.92
"ANANINDEUA","FEMININO",70,"LOJA FÍSICA","BRINQUEDOS","BONECA COLECIONÁVEL",63.45,1,0.0242088716290891,1.78,0.69,"ENS SUPER INCOMP",1.89,2016-10-15,2016,10,7,117.02
"BELÉM","FEMININO",17,"LOJA FÍSICA","ROUPAS","VESTIDO FLORAL FEMININO",182.48,1,0.134221776495688,2.89,0.56,"ENS MÉDIO COMP",0.69,2015-03-02,2015,3,2,109.01
"BELÉM","MASCULINO",29,"ONLINE","BRINQUEDOS","BONECA COLECIONÁVEL",93.14,1,0.148237620433792,3.85,0.56,"ENS MÉDIO COMP",4.5045,2025-10-19,2025,10,1,357.36
"BELÉM","FEMININO",26,"LOJA FÍSICA","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",347.75,1,0.105683150319383,3.33,0.71,"ENS SUPER INCOMP",2.86,2025-07-10,2025,7,5,889.46
"BELÉM","MASCULINO",35,"ONLINE","ALIMENTOS","CESTA DE FRUTAS ORGÂNICAS",71.42,1,0.0512470332439989,3.4,0.59,"ENS MÉDIO COMP",2.3625,2017-06-17,2017,6,7,160.08
"BELÉM","MASCULINO",35,"ONLINE","ALIMENTOS","CAFÉ GOURMET (250G)",41.33,3,0.153196001984179,3.12,0.67,"ENS MÉDIO COMP",2.784,2021-09-13,2021,9,2,292.31
"BELÉM","FEMININO",53,"ONLINE","ROUPAS","VESTIDO FLORAL FEMININO",220.45,1,0.150226589292288,2.87,0.72,"ENS SUPER INCOMP",4.33125,2023-06-11,2023,6,1,811.38
"ANANINDEUA","FEMININO",15,"LOJA FÍSICA","ROUPAS","CALÇA JEANS MASCULINA",122.05,2,0.0599325763527304,2.06,0.56,"ENS MÉDIO COMP",1.904,2019-11-28,2019,11,5,436.91
"BELÉM","FEMININO",41,"ONLINE","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",251.22,1,0.196312330104411,3.06,0.73,"ENS SUPER INCOMP",2.53,2021-03-07,2021,3,1,510.81
"BELÉM","MASCULINO",28,"ONLINE","LIVROS","BEST-SELLER DE FICÇÃO",76.69,2,0.09011061321944,3.04,0.53,"ENS MÉDIO COMP",1.035,2018-03-07,2018,3,4,144.44
"ANANINDEUA","MASCULINO",54,"LOJA FÍSICA","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",325.3,1,0.149127018772997,2.11,0.57,"ENS MÉDIO COMP",4.6875,2022-04-02,2022,4,7,1297.45
"BELÉM","MASCULINO",35,"LOJA FÍSICA","LIVROS","BEST-SELLER DE FICÇÃO",74.06,2,0.111837247032672,2.64,0.54,"ENS MÉDIO COMP",0.945,2018-06-06,2018,6,4,124.32
"BELÉM","MASCULINO",16,"REVENDEDOR","ALIMENTOS","CAFÉ GOURMET (250G)",29.79,3,0.0725326850777492,3.05,0.5,"ENS MÉDIO INCOMP",2.5875,2022-12-28,2022,12,4,214.47
"BELÉM","MASCULINO",26,"REVENDEDOR","ROUPAS","VESTIDO FLORAL FEMININO",169.23,1,0.162591190719977,3.47,0.63,"ENS MÉDIO COMP",3.2175,2025-02-02,2025,2,1,455.97
"ANANINDEUA","MASCULINO",20,"ONLINE","ALIMENTOS","CESTA DE FRUTAS ORGÂNICAS",89.27,3,0.184127567289397,2.93,0.67,"ENS MÉDIO COMP",1.84,2021-03-04,2021,3,5,402.04
"BELÉM","FEMININO",24,"LOJA FÍSICA","LIVROS","BEST-SELLER DE FICÇÃO",58.09,1,0.0733121465006843,2.96,0.66,"ENS MÉDIO COMP",1.8,2020-02-20,2020,2,5,96.9
"MARITUBA","MASCULINO",50,"LOJA FÍSICA","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",247.75,1,0.0184420525142923,1.88,0.58,"ENS MÉDIO COMP",1.632,2017-11-02,2017,11,5,396.87
"MARITUBA","MASCULINO",56,"ONLINE","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",352.75,1,0.0567736933007836,2.02,0.59,"ENS MÉDIO COMP",0.55,2015-01-04,2015,1,1,183
"BELÉM","FEMININO",50,"ONLINE","LIVROS","BEST-SELLER DE FICÇÃO",49.94,3,0.229356114799157,3.09,0.67,"ENS MÉDIO COMP",1.5,2016-04-25,2016,4,2,173.19
"MARITUBA","FEMININO",31,"LOJA FÍSICA","ROUPAS","CALÇA JEANS MASCULINA",133.14,1,0.0443936098786071,1.97,0.57,"ENS MÉDIO COMP",2,2021-01-12,2021,1,3,254.46
"ANANINDEUA","MASCULINO",67,"ONLINE","LIVROS","LIVRO TÉCNICO/ACADÊMICO",169.26,1,0.158061563968658,2.52,0.7,"ENS SUPER INCOMP",4.59,2023-11-29,2023,11,4,654.1
"BELÉM","FEMININO",25,"REVENDEDOR","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",182.33,3,0.0505108913034201,2.57,0.68,"ENS SUPER INCOMP",3.2175,2025-07-09,2025,7,4,1671.04
"ANANINDEUA","FEMININO",50,"REVENDEDOR","BRINQUEDOS","BONECA COLECIONÁVEL",92.34,2,0.0279271316574886,2.89,0.67,"ENS MÉDIO COMP",1.32,2018-07-23,2018,7,2,236.97
"BELÉM","MASCULINO",36,"ONLINE","ROUPAS","CALÇA JEANS MASCULINA",108.09,1,0.094158265599981,3.07,0.58,"ENS MÉDIO COMP",1.495,2018-12-07,2018,12,6,146.38
"BELÉM","FEMININO",30,"LOJA FÍSICA","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",398.59,1,0.0929563494026661,2.49,0.7,"ENS SUPER INCOMP",0.88,2016-07-28,2016,7,5,318.15
"MARITUBA","FEMININO",60,"LOJA FÍSICA","BRINQUEDOS","BONECA COLECIONÁVEL",96.61,2,0.0143654243508354,1.97,0.73,"ENS SUPER INCOMP",2.176,2021-11-04,2021,11,5,414.41
"BELÉM","MASCULINO",27,"REVENDEDOR","ELETRÔNICOS","SMARTPHONE PREMIUM",6813.96,1,0.124221927025355,3.3,0.53,"ENS MÉDIO COMP",4.6875,2022-04-30,2022,4,7,27972.73
"BELÉM","MASCULINO",34,"ONLINE","ROUPAS","CALÇA JEANS MASCULINA",198.46,3,0.20727137811482,2.99,0.64,"ENS MÉDIO COMP",7.02,2024-05-17,2024,5,6,3313.26
"ANANINDEUA","FEMININO",22,"ONLINE","LIVROS","BEST-SELLER DE FICÇÃO",84.86,1,0.202484411559999,1.97,0.57,"ENS MÉDIO COMP",0.5,2015-04-16,2015,4,5,33.84
"BELÉM","FEMININO",31,"LOJA FÍSICA","LIVROS","BEST-SELLER DE FICÇÃO",56.85,1,0.0538334972877055,3.48,0.71,"ENS SUPER INCOMP",1.276,2018-09-30,2018,9,1,68.64
"BELÉM","FEMININO",28,"ONLINE","LIVROS","BEST-SELLER DE FICÇÃO",69.25,3,0.0622442024759948,3,0.67,"ENS MÉDIO COMP",1.5,2017-01-10,2017,1,3,292.23
"BELÉM","MASCULINO",59,"REVENDEDOR","ROUPAS","CALÇA JEANS MASCULINA",142.11,3,0.136814618604258,2.99,0.64,"ENS MÉDIO COMP",0.8,2016-08-18,2016,8,5,294.4
"BELÉM","FEMININO",60,"ONLINE","ROUPAS","VESTIDO FLORAL FEMININO",243.93,1,0.176590077998117,2.44,0.63,"ENS MÉDIO COMP",2.75,2020-08-30,2020,8,1,552.35
"ANANINDEUA","FEMININO",22,"REVENDEDOR","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",209.72,1,0.0384557555243373,1.85,0.66,"ENS MÉDIO COMP",3.9375,2020-06-06,2020,6,7,794.02
"BELÉM","MASCULINO",23,"LOJA FÍSICA","BRINQUEDOS","BONECA COLECIONÁVEL",142.08,1,0.0484822517307475,3.06,0.57,"ENS MÉDIO COMP",5.3625,2025-07-26,2025,7,7,724.97
"MARITUBA","MASCULINO",48,"ONLINE","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",248.9,1,0.109580391272902,2.37,0.57,"ENS MÉDIO COMP",3.125,2022-04-05,2022,4,3,692.58
"BELÉM","MASCULINO",30,"REVENDEDOR","ALIMENTOS","CESTA DE FRUTAS ORGÂNICAS",91.97,1,0.130513597829267,3.71,0.52,"ENS MÉDIO COMP",2.25,2022-08-10,2022,8,4,179.92
"BELÉM","FEMININO",48,"ONLINE","BRINQUEDOS","BONECA COLECIONÁVEL",101.61,3,0.217482627509162,3.51,0.77,"ENS SUPER COMP",1.74,2016-09-03,2016,9,7,415.05
"ANANINDEUA","FEMININO",40,"LOJA FÍSICA","ALIMENTOS","CESTA DE FRUTAS ORGÂNICAS",87.16,3,0.140078390534036,2.05,0.59,"ENS MÉDIO COMP",4.14,2024-03-13,2024,3,4,930.89
"BELÉM","MASCULINO",46,"LOJA FÍSICA","BRINQUEDOS","BONECA COLECIONÁVEL",109.38,3,0.0931329354364425,2.84,0.55,"ENS MÉDIO COMP",2.3,2021-03-30,2021,3,3,684.43
"ANANINDEUA","FEMININO",20,"REVENDEDOR","ROUPAS","VESTIDO FLORAL FEMININO",209.55,1,0.0230960048828274,2.3,0.69,"ENS SUPER INCOMP",0.54,2015-02-16,2015,2,2,110.54
"BELÉM","MASCULINO",42,"ONLINE","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",228.06,2,0.0644993811380118,3.23,0.6,"ENS MÉDIO COMP",2.3,2022-03-24,2022,3,5,981.41
"BELÉM","MASCULINO",29,"LOJA FÍSICA","ALIMENTOS","CAFÉ GOURMET (250G)",45.65,2,0.0967582200793549,3.28,0.59,"ENS MÉDIO COMP",3.07125,2019-05-03,2019,5,6,253.27
"BELÉM","FEMININO",38,"ONLINE","BRINQUEDOS","BONECA COLECIONÁVEL",145.34,3,0.125697515066713,3.56,0.76,"ENS SUPER COMP",2.73,2025-06-19,2025,6,5,1040.71
"BELÉM","FEMININO",63,"ONLINE","ROUPAS","CALÇA JEANS MASCULINA",184.11,2,0.0526662533637136,3.43,0.73,"ENS SUPER INCOMP",3.7375,2025-03-04,2025,3,3,1303.74
"MARITUBA","MASCULINO",18,"LOJA FÍSICA","ELETRÔNICOS","SMARTPHONE PREMIUM",5294.11,1,0.0286442950787023,1.99,0.55,"ENS MÉDIO COMP",2.5875,2017-12-30,2017,12,7,13306.13
"BELÉM","MASCULINO",33,"REVENDEDOR","ROUPAS","VESTIDO FLORAL FEMININO",241.28,1,0.118630078416318,3.61,0.59,"ENS MÉDIO COMP",2.72,2020-11-12,2020,11,5,578.43
"BELÉM","FEMININO",63,"ONLINE","ALIMENTOS","CESTA DE FRUTAS ORGÂNICAS",134.2,1,0.108579265372828,3.09,0.75,"ENS SUPER INCOMP",0.75,2015-04-06,2015,4,2,89.72
"BELÉM","FEMININO",36,"ONLINE","LIVROS","LIVRO TÉCNICO/ACADÊMICO",174.22,1,0.216398123605177,3.35,0.7,"ENS SUPER INCOMP",4.8,2024-01-08,2024,1,2,655.29
"BELÉM","FEMININO",48,"REVENDEDOR","ALIMENTOS","CESTA DE FRUTAS ORGÂNICAS",68.36,3,0.120532541610301,3.46,0.74,"ENS SUPER INCOMP",1.43,2016-07-22,2016,7,6,257.92
"ANANINDEUA","FEMININO",38,"ONLINE","BRINQUEDOS","BONECA COLECIONÁVEL",124.22,1,0.0576075007207692,2.2,0.71,"ENS SUPER INCOMP",3.45,2023-03-09,2023,3,5,403.87
"BELÉM","MASCULINO",26,"LOJA FÍSICA","ALIMENTOS","CAFÉ GOURMET (250G)",43.02,1,0.131286790366285,3.07,0.62,"ENS MÉDIO COMP",2.4,2021-01-11,2021,1,2,89.69
"BELÉM","FEMININO",33,"REVENDEDOR","LIVROS","BEST-SELLER DE FICÇÃO",57.45,2,0.154627493428998,2.87,0.63,"ENS MÉDIO COMP",3.75,2022-01-15,2022,1,7,364.25
"ANANINDEUA","MASCULINO",51,"LOJA FÍSICA","ELETRÔNICOS","SMARTPHONE PREMIUM",5038.17,2,0.111925742798485,2.03,0.5,"ENS MÉDIO INCOMP",0.87,2015-09-19,2015,9,7,7785.23
"BELÉM","MASCULINO",67,"ONLINE","LIVROS","LIVRO TÉCNICO/ACADÊMICO",123.1,3,0.188066801521927,2.89,0.7,"ENS SUPER INCOMP",3.7125,2023-02-19,2023,2,1,1113.18
"BELÉM","MASCULINO",54,"LOJA FÍSICA","ELETRÔNICOS","SMARTPHONE PREMIUM",6500.25,1,0.0578582936991006,2.94,0.66,"ENS MÉDIO COMP",0.575,2015-12-08,2015,12,3,3521.39
"BELÉM","FEMININO",59,"LOJA FÍSICA","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",462.82,2,0.0751086350297555,2.84,0.74,"ENS SUPER INCOMP",1.38,2017-12-21,2017,12,5,1181.44
"BELÉM","FEMININO",43,"REVENDEDOR","ROUPAS","VESTIDO FLORAL FEMININO",367.15,1,0.138556345687248,3.42,0.74,"ENS SUPER INCOMP",5.568,2024-09-09,2024,9,2,1761.04
"BELÉM","FEMININO",32,"LOJA FÍSICA","ROUPAS","CALÇA JEANS MASCULINA",213.18,1,0.101241341289133,3.44,0.67,"ENS MÉDIO COMP",3.0375,2023-02-15,2023,2,4,581.98
